repo,metamodels,originals,originals_links,label 1 reviewer 1,label 2 reviewer 1,label 1 reviewer 2,label 2 reviewer 2,Final label 1,Final label 2,labeller
https://github.com/lmcalvs/r4e_reviews,lmcalvs$r4e_reviews$org.eclipse.mylyn.reviews.example.emftasks.core.tests#testdata#Ecore.ecore || lmcalvs$r4e_reviews$org.eclipse.mylyn.reviews.connector.tests#testdata#Ecore.ecore || lmcalvs$r4e_reviews$org.eclipse.mylyn.reviews.r4e.transform#model#org.eclipse.mylyn.reviews.r4e.restypes.ecore,olegsergeyev$lab$plugins#org.eclipse.emf.ecore#model#Ecore.ecore || olegsergeyev$lab$plugins#org.eclipse.emf.ecore#model#Ecore.ecore || lmcalvs$r4e_temp$org.eclipse.mylyn.reviews.r4e.transform#model#org.eclipse.mylyn.reviews.r4e.restypes.ecore,https://github.com/olegsergeyev/lab || https://github.com/olegsergeyev/lab || https://github.com/lmcalvs/r4e_temp,Duplication of another repository,Testing/benchmarking/exampling of tools,Duplication of another repository,Testing/benchmarking/exampling of tools,,,A
https://github.com/viatra/org.eclipse.incquery.examples,viatra$org.eclipse.incquery.examples$bpm#org.eclipse.incquery.examples.bpm#model#derivedModel.ecore || viatra$org.eclipse.incquery.examples$bpm#org.eclipse.incquery.examples.bpm#model#system.ecore || viatra$org.eclipse.incquery.examples$bpm#org.eclipse.incquery.examples.bpm#model#operation.ecore || viatra$org.eclipse.incquery.examples$bpm#org.eclipse.incquery.examples.bpm#model#process.ecore,viatra$EMF-IncQuery-Examples$query-driven-soft-interconnections#derivedModels#model#derivedModel.ecore || viatra$EMF-IncQuery-Examples$query-driven-soft-interconnections#derivedModels#model#system.ecore || viatra$EMF-IncQuery-Examples$query-driven-soft-interconnections#derivedModels#model#operation.ecore || viatra$EMF-IncQuery-Examples$query-driven-soft-interconnections#derivedModels#model#process.ecore,https://github.com/viatra/EMF-IncQuery-Examples || https://github.com/viatra/EMF-IncQuery-Examples || https://github.com/viatra/EMF-IncQuery-Examples || https://github.com/viatra/EMF-IncQuery-Examples,Testing/benchmarking/exampling of tools,,Testing/benchmarking/exampling of tools,,,,A
https://github.com/mondaine-esdl/vesta-esdl,mondaine-esdl$vesta-esdl$model#esdl.ecore,EnergyTransition$ESDL$esdl#model#esdl.ecore,https://github.com/EnergyTransition/ESDL,Meta-model(s) reused as part of the main tooling,,Meta-model(s) reused as part of the main tooling,,,,A
https://github.com/makumba/makumba-eclipse-plugin,makumba$makumba-eclipse-plugin$org.makumba.devel.eclipse.mdd#src-gen#org#makumba#devel#eclipse#mdd#MDD.ecore,tyrion$makumba$makumba-plugin#org.makumba.devel.eclipse.mdd#src-gen#org#makumba#devel#eclipse#mdd#MDD.ecore,https://github.com/tyrion/makumba,Duplication of another repository,,Duplication of another repository,,,,A
https://github.com/trbn1/modelowanie,trbn1$modelowanie$workspace-lab4#.metadata#.plugins#org.eclipse.pde.core#Eclipse Application#org.eclipse.osgi#71#0#.cp#model#AcceleoWizardModel.ecore,maxmiller$pml$workspaceEMF#.metadata#.plugins#org.eclipse.pde.core#Eclipse Application#org.eclipse.osgi#bundles#2991#1#.cp#model#AcceleoWizardModel.ecore,https://github.com/maxmiller/pml,Tutorial/assigments,,Tutorial/assigments,,,,A
https://github.com/Eden-06/FRaMED-2.0,Eden-06$FRaMED-2.0$org.framed.iorm.transformation.test#model#testmodel.ecore || Eden-06$FRaMED-2.0$org.framed.iorm.model#model#IORM.ecore,leondart$FRaMED$ORM#org.framed.orm.transformation.test#model#testmodel.ecore || SriousTaken$iormEditor2$org.framed.iorm.model#model#IORM.ecore,https://github.com/leondart/FRaMED || https://github.com/SriousTaken/iormEditor2,Duplication of another repository,,Duplication of another repository,,,,A
https://github.com/GabrielNicolasAvellaneda/org.eclipse.scada.ide,GabrielNicolasAvellaneda$org.eclipse.scada.ide$org.eclipse.scada.configuration.component#model#component.ecore || GabrielNicolasAvellaneda$org.eclipse.scada.ide$org.eclipse.scada.configuration.dave#model#dave.ecore || GabrielNicolasAvellaneda$org.eclipse.scada.ide$org.eclipse.scada.configuration.driver.parser#model#parser.ecore || GabrielNicolasAvellaneda$org.eclipse.scada.ide$org.eclipse.scada.configuration.script#model#script.ecore || GabrielNicolasAvellaneda$org.eclipse.scada.ide$org.eclipse.scada.configuration.component.common#model#commonComponents.ecore || GabrielNicolasAvellaneda$org.eclipse.scada.ide$org.eclipse.scada.configuration.globalization#model#globalize.ecore || GabrielNicolasAvellaneda$org.eclipse.scada.ide$org.eclipse.scada.configuration.memory#model#memory.ecore || GabrielNicolasAvellaneda$org.eclipse.scada.ide$org.eclipse.scada.configuration.security#model#sec.ecore || GabrielNicolasAvellaneda$org.eclipse.scada.ide$org.eclipse.scada.configuration.item#model#item.ecore,gaviscada$org.eclipse.scada.ide$org.eclipse.scada.configuration.component#model#component.ecore || gaviscada$org.eclipse.scada.ide$org.eclipse.scada.configuration.dave#model#dave.ecore || gaviscada$org.eclipse.scada.ide$org.eclipse.scada.configuration.driver.parser#model#parser.ecore || gaviscada$org.eclipse.scada.ide$org.eclipse.scada.configuration.script#model#script.ecore || gaviscada$org.eclipse.scada.ide$org.eclipse.scada.configuration.component.common#model#commonComponents.ecore || gaviscada$org.eclipse.scada.ide$org.eclipse.scada.configuration.globalization#model#globalize.ecore || gaviscada$org.eclipse.scada.ide$org.eclipse.scada.configuration.memory#model#memory.ecore || gavioto$org.openscada.deploy$org.openscada.configurator.sec#model#sec.ecore || gaviscada$org.eclipse.scada.ide$org.eclipse.scada.configuration.item#model#item.ecore,https://github.com/gaviscada/org.eclipse.scada.ide || https://github.com/gaviscada/org.eclipse.scada.ide || https://github.com/gaviscada/org.eclipse.scada.ide || https://github.com/gaviscada/org.eclipse.scada.ide || https://github.com/gaviscada/org.eclipse.scada.ide || https://github.com/gaviscada/org.eclipse.scada.ide || https://github.com/gaviscada/org.eclipse.scada.ide || https://github.com/gavioto/org.openscada.deploy || https://github.com/gaviscada/org.eclipse.scada.ide,Duplication of another repository,,Duplication of another repository,,,,A
https://github.com/codehaus/activiti,codehaus$activiti$projects#designer#branches#tijs#Helios5.8.1#org.activiti.designer.model#src#main#resources#org#eclipse#bpmn2#impl#bpmn2.ecore || codehaus$activiti$projects#designer#branches#tijs#Helios5.8.1#org.activiti.designer.model#model#DI.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.4#org.activiti.designer.model#src#main#resources#org#eclipse#bpmn2#impl#bpmn2.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-0.8.0#org.activiti.designer.model#src#main#resources#org#eclipse#bpmn2#impl#bpmn2.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.4#org.activiti.designer.model#model#BPMNDI.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.6#org.activiti.designer.model#model#BPMN20.ecore || codehaus$activiti$projects#designer#branches#tijs#Helios5.8.1#org.activiti.designer.model#model#BPMN20.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.6#org.activiti.designer.model#src#main#resources#org#eclipse#bpmn2#impl#bpmn2.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.4#org.activiti.designer.model#model#DI.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.4#activiti-designer-0.8.0#org.activiti.designer.model#model#DC.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.4#org.activiti.designer.model#model#BPMN20.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.8#org.activiti.designer.model#model#DC.ecore || codehaus$activiti$projects#designer#branches#tijs#Helios5.8.1#org.activiti.designer.model#model#BPMNDI.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.9.1#org.activiti.designer.model#src#main#resources#org#eclipse#bpmn2#impl#bpmn2.ecore || codehaus$activiti$projects#designer#branches#Helios5.8.1#org.activiti.designer.model#model#DC.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.6#org.activiti.designer.model#model#DI.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-0.8.0#org.activiti.designer.model#model#DI.ecore || codehaus$activiti$projects#designer#branches#tijs#ACT-1108#org.activiti.designer.model#bin#src#main#resources#org#eclipse#bpmn2#impl#bpmn2.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.6#org.activiti.designer.model#model#BPMNDI.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.4#activiti-designer-0.8.0#org.activiti.designer.model#model#BPMN20.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.9.2#org.activiti.designer.model#src#main#resources#org#eclipse#bpmn2#impl#bpmn2.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.4#activiti-designer-0.8.0#org.activiti.designer.model#src#main#resources#org#eclipse#bpmn2#impl#bpmn2.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.4#activiti-designer-0.8.0#org.activiti.designer.model#model#DI.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.8#org.activiti.designer.model#src#main#resources#org#eclipse#bpmn2#impl#bpmn2.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.8#org.activiti.designer.model#model#DI.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-0.8.0#org.activiti.designer.model#model#BPMN20.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.4#org.activiti.designer.model#model#DC.ecore || codehaus$activiti$projects#designer#branches#tijs#ACT-1108#org.activiti.designer.model#src#main#resources#org#eclipse#bpmn2#impl#bpmn2.ecore || codehaus$activiti$projects#designer#branches#ACT-1108#org.activiti.designer.model#src#main#resources#org#eclipse#bpmn2#impl#bpmn2.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-0.8.0#org.activiti.designer.model#model#DC.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.8#org.activiti.designer.model#model#BPMN20.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.9.0#org.activiti.designer.model#src#main#resources#org#eclipse#bpmn2#impl#bpmn2.ecore || codehaus$activiti$projects#designer#branches#Helios5.8.1#org.activiti.designer.model#model#DI.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.6#org.activiti.designer.model#model#DC.ecore || codehaus$activiti$projects#designer#branches#Helios5.8.1#org.activiti.designer.model#model#BPMN20.ecore || codehaus$activiti$projects#designer#branches#Helios5.8.1#org.activiti.designer.model#src#main#resources#org#eclipse#bpmn2#impl#bpmn2.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-0.8.0#org.activiti.designer.model#model#BPMNDI.ecore || codehaus$activiti$projects#designer#branches#ACT-1108#org.activiti.designer.model#bin#src#main#resources#org#eclipse#bpmn2#impl#bpmn2.ecore || codehaus$activiti$projects#designer#branches#tijs#Helios5.8.1#org.activiti.designer.model#model#DC.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.4#activiti-designer-0.8.0#org.activiti.designer.model#model#BPMNDI.ecore || codehaus$activiti$projects#designer#branches#Helios5.8.1#org.activiti.designer.model#model#BPMNDI.ecore || codehaus$activiti$projects#designer#tags#activiti-designer-5.8#org.activiti.designer.model#model#BPMNDI.ecore,bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || InspireTechnologies$org.eclipse.bpmn2$org.eclipse.bpmn2#model#DI.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || InspireTechnologies$org.eclipse.bpmn2$org.eclipse.bpmn2#model#BPMNDI.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || InspireTechnologies$org.eclipse.bpmn2$org.eclipse.bpmn2#model#DI.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#model#DC.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#model#DC.ecore || InspireTechnologies$org.eclipse.bpmn2$org.eclipse.bpmn2#model#BPMNDI.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#model#DC.ecore || InspireTechnologies$org.eclipse.bpmn2$org.eclipse.bpmn2#model#DI.ecore || InspireTechnologies$org.eclipse.bpmn2$org.eclipse.bpmn2#model#DI.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || InspireTechnologies$org.eclipse.bpmn2$org.eclipse.bpmn2#model#BPMNDI.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || InspireTechnologies$org.eclipse.bpmn2$org.eclipse.bpmn2#model#DI.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || InspireTechnologies$org.eclipse.bpmn2$org.eclipse.bpmn2#model#DI.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#model#DC.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#model#DC.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || InspireTechnologies$org.eclipse.bpmn2$org.eclipse.bpmn2#model#DI.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#model#DC.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || InspireTechnologies$org.eclipse.bpmn2$org.eclipse.bpmn2#model#BPMNDI.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#src#org#eclipse#bpmn2#impl#bpmn2.ecore || bbrodt$bpmn2$org.eclipse.bpmn2#model#DC.ecore || InspireTechnologies$org.eclipse.bpmn2$org.eclipse.bpmn2#model#BPMNDI.ecore || InspireTechnologies$org.eclipse.bpmn2$org.eclipse.bpmn2#model#BPMNDI.ecore || InspireTechnologies$org.eclipse.bpmn2$org.eclipse.bpmn2#model#BPMNDI.ecore,https://github.com/bbrodt/bpmn2 || https://github.com/InspireTechnologies/org.eclipse.bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/InspireTechnologies/org.eclipse.bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/InspireTechnologies/org.eclipse.bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/InspireTechnologies/org.eclipse.bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/InspireTechnologies/org.eclipse.bpmn2 || https://github.com/InspireTechnologies/org.eclipse.bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/InspireTechnologies/org.eclipse.bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/InspireTechnologies/org.eclipse.bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/InspireTechnologies/org.eclipse.bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/InspireTechnologies/org.eclipse.bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/InspireTechnologies/org.eclipse.bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/bbrodt/bpmn2 || https://github.com/InspireTechnologies/org.eclipse.bpmn2 || https://github.com/InspireTechnologies/org.eclipse.bpmn2 || https://github.com/InspireTechnologies/org.eclipse.bpmn2,Unknown/missing information,,Meta-model(s) reused as part of the main tooling,,Unknown/missing information,,A
https://github.com/jiangsongHB/jbpm,jiangsongHB$jbpm$jbpm-bpmn2-emfextmodel#src#main#resources#model#drools.ecore || jiangsongHB$jbpm$jbpm-bpmn2-emfextmodel#src#main#resources#model#color.ecore || jiangsongHB$jbpm$jbpm-bpmn2-emfextmodel#src#main#resources#model#bpsim.ecore,kiegroup$jbpm$jbpm-bpmn2-emfextmodel#src#main#resources#model#drools.ecore || kiegroup$jbpm$jbpm-bpmn2-emfextmodel#src#main#resources#model#color.ecore || kiegroup$jbpm$jbpm-bpmn2-emfextmodel#src#main#resources#model#bpsim.ecore,https://github.com/kiegroup/jbpm || https://github.com/kiegroup/jbpm || https://github.com/kiegroup/jbpm,Duplication of another repository,,Duplication of another repository,,,,A
https://github.com/muritane/MDSD-Blatt3,muritane$MDSD-Blatt3$blatt3#pcm.ecore,lehrig$m2m-quality$de.upb.m2m.quality.casestudies#metamodel#tmp#pcm.ecore,https://github.com/lehrig/m2m-quality,Testing/benchmarking/exampling of tools,,Testing/benchmarking/exampling of tools,,,,A
https://github.com/Jean-Emile/kevoree-IoT,Jean-Emile$kevoree-IoT$poc#emf4cpp#kevoree.ecore,dukeboard$kevoree-extra$org.kevoree.extra.ecore.gencode#src#test#resources#kevoree.ecore,https://github.com/dukeboard/kevoree-extra,Meta-model(s) reused as part of the main tooling,,Meta-model(s) reused as part of the main tooling,,,,A
https://github.com/joergreichert/dslvariantmanagement,joergreichert$dslvariantmanagement$trunk#ca.uwaterloo.gp.fmp#src#fmp.ecore || joergreichert$dslvariantmanagement$trunk#ca.uwaterloo.gp.fmp#fmp.ecore,moudaaoulmi$quelonioext$ca.uwaterloo.gp.fmp#src#fmp.ecore || moudaaoulmi$quelonioext$ca.uwaterloo.gp.fmp#src#fmp.ecore,https://github.com/moudaaoulmi/quelonioext || https://github.com/moudaaoulmi/quelonioext,Dependency projects added to the repository,,Dependency projects added to the repository,,,,A
https://github.com/viatra/viatra-dse-swarm,viatra$viatra-dse-swarm$plugins#incqueryd#hu.bme.mit.incqueryd.tooling#org.eclipse.incquery.patternlanguage.mondix#model#generated#MondixPatternLanguage.ecore || viatra$viatra-dse-swarm$plugins#incqueryd#hu.bme.mit.incqueryd.tooling#org.eclipse.incquery.patternlanguage.rdf#model#generated#RdfPatternLanguage.ecore,viatra$incqueryd-allocation$hu.bme.mit.incqueryd.tooling#org.eclipse.incquery.patternlanguage.mondix#model#generated#MondixPatternLanguage.ecore || viatra$incqueryd-allocation$hu.bme.mit.incqueryd.tooling#org.eclipse.incquery.patternlanguage.rdf#model#generated#RdfPatternLanguage.ecore,https://github.com/viatra/incqueryd-allocation || https://github.com/viatra/incqueryd-allocation,Dependency projects added to the repository,,Dependency projects added to the repository,,,,A
https://github.com/realmethods-public/orb,realmethods-public$orb$samples#models#bowling.ecore,eneufeld$EmfStore-Test$org.eclipse.example.bowlingmodel#model#bowling.ecore,https://github.com/eneufeld/EmfStore-Test,Testing/benchmarking/exampling of tools,,Testing/benchmarking/exampling of tools,,,,A
https://github.com/aumann/jnectemf,aumann$jnectemf$org.jnect.bodymodel#model#bodymodel.ecore,TheChrisW$jnect-dev$org.jnect.bodymodel#model#bodymodel.ecore,https://github.com/TheChrisW/jnect-dev,Duplication of another repository,,Duplication of another repository,,,,A
https://github.com/DevBoost/JaMoPP,DevBoost$JaMoPP$Core#org.emftext.language.java#metamodel#java.ecore,smee$amor$Test#de.modelrepository.test#res#in#T0002#java.ecore,https://github.com/smee/amor,Meta-model(s) reused as part of the main tooling,,Meta-model(s) reused as part of the main tooling,,,,A
https://github.com/opcoach/training,opcoach$training$Old#XPand#com.opcoach.rental.xpand#src#rental.ecore,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#rental.ecore,https://github.com/damenac/puzzle,Tutorial/assigments,,Tutorial/assigments,,,,A
https://github.com/mtaal/texo,mtaal$texo$org.eclipse.emf.texo.web.example#src-gen#org#eclipse#emf#texo#test#model#samples#library#library.ecore || mtaal$texo$org.eclipse.emf.texo.web.example#model#library.ecore || mtaal$texo$org.eclipse.emf.texo.web.example#WebContent#WEB-INF#classes#org#eclipse#emf#texo#test#model#samples#library#library.ecore,olegsergeyev$lab$plugins#org.eclipse.emf.importer.ecore#examples#library#model#library.ecore || olegsergeyev$lab$plugins#org.eclipse.emf.importer.ecore#examples#library#model#library.ecore || olegsergeyev$lab$plugins#org.eclipse.emf.importer.ecore#examples#library#model#library.ecore,https://github.com/olegsergeyev/lab || https://github.com/olegsergeyev/lab || https://github.com/olegsergeyev/lab,Testing/benchmarking/exampling of tools,,Testing/benchmarking/exampling of tools,,,,A
https://github.com/agentlab/ru.agentlab.parent,agentlab$ru.agentlab.parent$ru.agentlab.setups#models#Git.ecore || agentlab$ru.agentlab.parent$ru.agentlab.setups#models#Projects.ecore || agentlab$ru.agentlab.parent$ru.agentlab.setups#models#WorkingSets.ecore || agentlab$ru.agentlab.parent$ru.agentlab.setups#models#Predicates.ecore || agentlab$ru.agentlab.parent$ru.agentlab.setups#models#Targlets.ecore || agentlab$ru.agentlab.parent$ru.agentlab.setups#models#PDE.ecore || agentlab$ru.agentlab.parent$ru.agentlab.setups#models#SetupTarglets.ecore || agentlab$ru.agentlab.parent$ru.agentlab.setups#models#Workbench.ecore || agentlab$ru.agentlab.parent$ru.agentlab.setups#models#Mylyn.ecore || agentlab$ru.agentlab.parent$ru.agentlab.setups#models#Resources.ecore,Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.setup.git#model#Git.ecore || peterkir$org.eclipse.oomph$setups#models#Projects.ecore || Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.base#model#legacy#workingsets.ecore || Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.predicates#model#Predicates.ecore || DuaneNielsen$APMFieldDev$setups#models#Targlets.ecore || Serranya$org.eclipse.oomph$setups#models#PDE.ecore || peterkir$org.eclipse.oomph$plugins#org.eclipse.oomph.setup.targlets#model#SetupTarglets.ecore || DuaneNielsen$APMFieldDev$setups#models#Workbench.ecore || peterkir$org.eclipse.oomph$setups#models#Mylyn.ecore || Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.resources#model#Resources.ecore,https://github.com/Serranya/org.eclipse.oomph || https://github.com/peterkir/org.eclipse.oomph || https://github.com/Serranya/org.eclipse.oomph || https://github.com/Serranya/org.eclipse.oomph || https://github.com/DuaneNielsen/APMFieldDev || https://github.com/Serranya/org.eclipse.oomph || https://github.com/peterkir/org.eclipse.oomph || https://github.com/DuaneNielsen/APMFieldDev || https://github.com/peterkir/org.eclipse.oomph || https://github.com/Serranya/org.eclipse.oomph,Meta-model(s) reused as part of the main tooling,,Meta-model(s) reused as part of the main tooling,,,,A
https://github.com/rooneyp/Repo1,rooneyp$Repo1$xtext#15MinTutorial#org.example.domainmodel#model#generated#Domainmodel.ecore,drnappalm$xtext$org.example.domainmodel#model#generated#Domainmodel.ecore,https://github.com/drnappalm/xtext,Tutorial/assigments,,Tutorial/assigments,,,,A
https://github.com/qualidafial/eclipse.platform.ui,qualidafial$eclipse.platform.ui$examples#org.eclipse.ui.examples.views.properties.tabbed.hockeyleague#model#hockeyleague.ecore || qualidafial$eclipse.platform.ui$bundles#org.eclipse.e4.ui.model.workbench#model#UIElements.ecore,tomsontom$org.eclipse.ui-split$examples#org.eclipse.ui.examples.views.properties.tabbed.hockeyleague#model#hockeyleague.ecore || penghzhang$Jface$bundles#org.eclipse.e4.ui.model.workbench#model#UIElements.ecore,https://github.com/tomsontom/org.eclipse.ui-split || https://github.com/penghzhang/Jface,Duplication of another repository,,Duplication of another repository,,,,A
https://github.com/jesusc/emop,jesusc$emop$examples#mop.emf.atl.examples#metamodels#PetriNet.ecore || jesusc$emop$examples#mop.emf.atl.examples#metamodels#PNML_simplified.ecore,jesusc$bento$examples#evaluation#bento.componetization.atl.examples#bin#zoo#pn2pnml#PetriNet.ecore || DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#PNML_simplified.ecore,https://github.com/jesusc/bento || https://github.com/DevBoost/EMFText,Testing/benchmarking/exampling of tools,,Testing/benchmarking/exampling of tools,,,,J
https://github.com/eposse/osate2-agcl,eposse$osate2-agcl$org.osate.xtext.aadl2.agcl#prereqs#models#aadl2.ecore,rsanjai$sr-o2core$org.osate.aadl2#src#org#osate#aadl2#impl#aadl2.ecore,https://github.com/rsanjai/sr-o2core,Meta-model(s) reused as part of the main tooling,,Meta-model(s) reused as part of the main tooling,,,,J
https://github.com/FTSRG/ttc14-eiq,FTSRG$ttc14-eiq$ttc14-imdb#hu.bme.mit.ttc.imdb#model#movies.ecore,antmordel$TTC14eMotions$Metamodels#movies.ecore,https://github.com/antmordel/TTC14eMotions,Tutorial/assigments,,Tutorial/assigments,,,,J
https://github.com/KROKIteam/KROKI-binaries,KROKIteam$KROKI-binaries$raw#libECore#org.eclipse.uml2.uml#model#CMOF.ecore || KROKIteam$KROKI-binaries$raw#libECore#org.eclipse.uml2.uml#model#CMOF24.ecore || KROKIteam$KROKI-binaries$raw#libECore#org.eclipse.uml2.uml#model#CMOF20.ecore,creckord$org.eclipse.uml2$plugins#org.eclipse.uml2.uml#model#CMOF.ecore || creckord$org.eclipse.uml2$plugins#org.eclipse.uml2.uml#model#CMOF.ecore || DylanYu$smatrt$cases#JarUML#generated#JavaUML#model#CMOF.ecore,https://github.com/creckord/org.eclipse.uml2 || https://github.com/creckord/org.eclipse.uml2 || https://github.com/DylanYu/smatrt,Unknown/missing information,,Unknown/missing information,,,,A
https://github.com/f-tischler/DSL3,f-tischler$DSL3$xtext#uibk.ac.at.qe.dsl.game#model#generated#Game.ecore,Beliaz$DSL3$xtext#uibk.ac.at.qe.dsl.game#model#generated#Game.ecore,https://github.com/Beliaz/DSL3,Duplication of another repository,,Duplication of another repository,,,,J
https://github.com/urdadmde/repo,urdadmde$repo$projects#masters#javaeeMapping#metaModel#ecore#java.ecore,smee$amor$Test#de.modelrepository.test#res#in#T0002#java.ecore,https://github.com/smee/amor,Meta-model(s) reused as part of the main tooling,,Tutorial/assigments,,Tutorial/assigments,,J
