repo,metamodels,originals,originals_links,label 1 reviewer 1,label 2 reviewer 1,label 1 reviewer 2,label 2 reviewer 2,Final label 1,Final label 2,labeller
https://github.com/amishne/llvm-ir-editor,amishne$llvm-ir-editor$com.intel.llvm.ireditor#src-gen#com#intel#llvm#ireditor#LLVM_IR.ecore,rwl$llvm-ir-editor$com.intel.llvm.ireditor#src-gen#com#intel#llvm#ireditor#LLVM_IR.ecore,https://github.com/rwl/llvm-ir-editor,Duplication of another repository,,Duplication of another repository,,,,A
https://github.com/SEALABQualityGroup/panda-aemilia,SEALABQualityGroup$panda-aemilia$text2ModelTransf#skipRulesExample#metamodels#gra2mol.ecore || SEALABQualityGroup$panda-aemilia$text2ModelTransf#skipRulesExample#metamodels#mmAEmilia.ecore || SEALABQualityGroup$panda-aemilia$metamodel#metamodel#model#mmAEmilia.ecore || SEALABQualityGroup$panda-aemilia$text2ModelTransf#skipRulesExample#metamodels#cst.ecore,davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#Gra2MoL.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.skeleton#files#src#mmAEmilia.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.skeleton#files#src#mmAEmilia.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#CST.ecore,https://github.com/davidediruscio/evoss || https://github.com/jlcanovas/gra2mol || https://github.com/jlcanovas/gra2mol || https://github.com/davidediruscio/evoss,Testing/benchmarking/exampling of tools,Meta-model(s) reused as part of the main tooling,Testing/benchmarking/exampling of tools,Meta-model(s) reused as part of the main tooling,,,A
https://github.com/dvojtise/mde-crashcourse-logo,dvojtise$mde-crashcourse-logo$extra-Engineering_Modeling_Languages-book-version#dynamic_semantic#example.logo.vm.model#model#VMLogo.ecore || dvojtise$mde-crashcourse-logo$extra-Engineering_Modeling_Languages-book-version#domain#example.logo.model#model#ASMLogo.ecore,mde-book$logo$dynamic_semantic#example.logo.vm.model#model#VMLogo.ecore || tdegueul$k3sle-examples$fr.inria.diverse.k3.sle.examples.logo.metamodel#model#Logo.ecore,https://github.com/mde-book/logo || https://github.com/tdegueul/k3sle-examples,Tutorial/assigments,,Tutorial/assigments,,,,A
https://github.com/ObeoNetwork/Xtext-Sirius-integration,ObeoNetwork$Xtext-Sirius-integration$xtext-support-parent#examples#org.eclipse.xtext.example.fowlerdsl#model#generated#Statemachine.ecore,LolloCorte$emf-components$examples#it.rcpvision.emf.components.examples.fowlerdsl#src-gen#it#rcpvision#emf#components#examples#fowlerdsl#Statemachine.ecore,https://github.com/LolloCorte/emf-components,Testing/benchmarking/exampling of tools,,Testing/benchmarking/exampling of tools,,,,A
https://github.com/OpenSemanticsIO/semiotics-client,OpenSemanticsIO$semiotics-client$bundles#io.opensemantics.semiotics.model.assessment#model#assessment.ecore,OpenSemanticsIO$semiotics-main$bundles#io.opensemantics.semiotics.model.assessment#model#assessment.ecore,https://github.com/OpenSemanticsIO/semiotics-main,Duplication of another repository,,Duplication of another repository,,,,A
https://github.com/arnobl/kompren,arnobl$kompren$kompren-examples#examples.strictEcore#src#main#model#Ecore.ecore || arnobl$kompren$kompren-examples#fr.inria.diverse.kompren.oclSlicer#src#main#resources#metamodels#OCL.ecore || arnobl$kompren$kompren-examples#fr.inria.diverse.kompren.oclSlicer#src#main#resources#metamodels#OCLEcore.ecore || arnobl$kompren$explen#fr.inria.diverse.kompren.explen.xp#src#resources#examples#RAM.ecore,olegsergeyev$lab$plugins#org.eclipse.emf.ecore#model#Ecore.ecore || piotr-puczynski$esculapa-uml$dk.dtu.imm.esculapauml.core.tests#libs#ocl#model#OCL.ecore || piotr-puczynski$esculapa-uml$dk.dtu.imm.esculapauml.core.tests#libs#ocl#model#OCLUML.ecore || svn2github$projetseg$aoUrnToRamWorkspace#aoUrnToRam#metamodel#RAM.ecore,https://github.com/olegsergeyev/lab || https://github.com/piotr-puczynski/esculapa-uml || https://github.com/piotr-puczynski/esculapa-uml || https://github.com/svn2github/projetseg,Testing/benchmarking/exampling of tools,,Testing/benchmarking/exampling of tools,,,,A
https://github.com/atlanmod/ATLGT,atlanmod$ATLGT$org.eclipse.m2m.atl.atlgt.examples.simpleclass2relational#transformation#ClassDiagram.ecore || atlanmod$ATLGT$org.eclipse.m2m.km3#models#KM3.ecore || atlanmod$ATLGT$org.eclipse.m2m.atl.atlgt.examples.simpleclass2relational#transformation#Relational.ecore,atlanmod$EMFTVM-D$tests#org.eclipse.m2m.atl.tests#data#inputs#Class2Relational#Class.ecore || atlanmod$org.eclipse.atl.reactive$deprecated#org.atl.eclipse.km3#src#org#atl#eclipse#km3#resources#KM3.ecore || atlanmod$org.eclipse.atl.reactive$tests#org.eclipse.m2m.atl.reactive.test#data#Relational#Relational.ecore,https://github.com/atlanmod/EMFTVM-D || https://github.com/atlanmod/org.eclipse.atl.reactive || https://github.com/atlanmod/org.eclipse.atl.reactive,Testing/benchmarking/exampling of tools,,Testing/benchmarking/exampling of tools,,,,A
https://github.com/jlcanovas/gra2mol,jlcanovas$gra2mol$core#Grammar2Model.Gra2MoL#model#Gra2MoL.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.IDL2Model#files#metamodels#IDLMM.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2ASTMModel#files#metamodels#CST.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.Delphi2Model#ASTMExtraction#files#metamodels#Gra2MoL.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.PLSQL2ASTMModel#metamodels#Gra2MoL.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2JavaModel#files#metamodels#Gra2MoL.ecore || jlcanovas$gra2mol$core#Grammar2Model.GVQ#model#GVQ.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.extractANTLRModel#files#metamodels#Gra2MoL.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2JavaModel#files#metamodels#CST.ecore || jlcanovas$gra2mol$core#Grammar2Model#metamodel#kdm.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.ABNF2MModel#files#metamodels#Gra2MoL.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.macros#files#metamodels#Gra2MoL.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.Delphi2Model#ASTMExtraction#files#metamodels#CST.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.Maude2Model#files#metamodels#CST.ecore || jlcanovas$gra2mol$core#Grammar2Model.UI#default#CST.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.101companies#gra2mol#metamodels#Company.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2KDMModel#files#metamodels#kdm.ecore || jlcanovas$gra2mol$core#Grammar2Model.CST.CDO#model#CST.ecore || jlcanovas$gra2mol$core#Grammar2Model.UI#default#gra2mol.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.script2Model#files#metamodels#Gra2MoL.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.extractANTLRModel#files#metamodels#CST.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.modsea#files#metamodels#CST.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.101companies#gra2mol#metamodels#Gra2MoL.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2ASTMModel#files#metamodels#j2se5.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.101companies#gra2mol#metamodels#CST.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.script2Model#files#metamodels#CST.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.Maude2Model#files#metamodels#Gra2MoL.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.PLSQL2ASTMModel#metamodels#CST.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2ASTMModel#files#metamodels#kdm.ecore || jlcanovas$gra2mol$core#Grammar2Model#metamodel#kdmmodse.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.ABNF2MModel#files#metamodels#Ecore.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.modsea#files#metamodels#Ecore.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.IDL2Model#files#metamodels#CST.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.Delphi2Model#ASTMExtraction#files#metamodels#kdm.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.101companies#lib#diff.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.skeleton#files#metamodels#Gra2MoL.ecore || jlcanovas$gra2mol$core#Grammar2Model#metamodel#CST.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.Maude2Model#files#metamodels#Maude.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.modsea#files#metamodels#Gra2MoL.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.ABNF2MModel#files#metamodels#CST.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.skeleton#files#metamodels#CST.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.IDL2Model#files#metamodels#Gra2MoL.ecore || jlcanovas$gra2mol$core#Grammar2Model.KDM#model#kdm.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2ASTMModel#files#metamodels#Gra2MoL.ecore || jlcanovas$gra2mol$examples#Grammar2Model.examples.macros#files#metamodels#CST.ecore || jlcanovas$gra2mol$core#Grammar2Model.CST#model#CST.ecore,davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#Gra2MoL.ecore || catedrasaes-umu$idl4emf$org.csu.idl.idlmm#model#IDLMM.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#CST.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#Gra2MoL.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#Gra2MoL.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#Gra2MoL.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#Gra2MoL.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#Gra2MoL.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#CST.ecore || DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#KDM.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#Gra2MoL.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#Gra2MoL.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#CST.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#CST.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#CST.ecore || ArthurVard$professor-fish-all$101companies#implementations#emf#model#Company.ecore || DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#KDM.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#CST.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#Gra2MoL.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#Gra2MoL.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#CST.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#CST.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#Gra2MoL.ecore || githubbrunob$DSLTransGIT$java5#model#java5.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#CST.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#CST.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#Gra2MoL.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#CST.ecore || DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#KDM.ecore || DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#KDM.ecore || olegsergeyev$lab$plugins#org.eclipse.emf.ecore#model#Ecore.ecore || olegsergeyev$lab$plugins#org.eclipse.emf.ecore#model#Ecore.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#CST.ecore || DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#KDM.ecore || cbrun$emf-compare$plugins#org.eclipse.emf.compare.diff#model#diff.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#Gra2MoL.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#CST.ecore || DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#Maude.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#Gra2MoL.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#CST.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#CST.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#Gra2MoL.ecore || DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#KDM.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#Gra2MoL.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#CST.ecore || davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#CST.ecore,https://github.com/davidediruscio/evoss || https://github.com/catedrasaes-umu/idl4emf || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/DevBoost/EMFText || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/ArthurVard/professor-fish-all || https://github.com/DevBoost/EMFText || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/githubbrunob/DSLTransGIT || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/DevBoost/EMFText || https://github.com/DevBoost/EMFText || https://github.com/olegsergeyev/lab || https://github.com/olegsergeyev/lab || https://github.com/davidediruscio/evoss || https://github.com/DevBoost/EMFText || https://github.com/cbrun/emf-compare || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/DevBoost/EMFText || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/DevBoost/EMFText || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss || https://github.com/davidediruscio/evoss,Duplication of another repository,,Testing/benchmarking/exampling of tools,,Testing/benchmarking/exampling of tools,,A
https://github.com/signalsaeed/IFCParser,signalsaeed$IFCParser$Shared#generated#org#bimserver#models#ifc4#impl#ifc4.ecore || signalsaeed$IFCParser$Shared#generated#org#bimserver#models#ifc2x3tc1#impl#ifc2x3tc1.ecore || signalsaeed$IFCParser$BimServer#src#org#bimserver#database#migrations#steps#IFC4.ecore || signalsaeed$IFCParser$BimServer#src#org#bimserver#database#migrations#steps#IFC2X3_TC1.ecore || signalsaeed$IFCParser$Shared#generated#org#bimserver#models#log#impl#log.ecore,hal9000plus$bimserver$BimServer#src#org#bimserver#database#migrations#steps#IFC2X4_RC3.ecore || hal9000plus$bimserver$BimServer#models#models.ecore || hal9000plus$bimserver$BimServer#src#org#bimserver#database#migrations#steps#IFC2X4_RC3.ecore || hal9000plus$bimserver$BimServer#models#models.ecore || christianharrington$MDD$IfcModel#model#models1.ecore,https://github.com/hal9000plus/bimserver || https://github.com/hal9000plus/bimserver || https://github.com/hal9000plus/bimserver || https://github.com/hal9000plus/bimserver || https://github.com/christianharrington/MDD,Meta-model(s) reused as part of the main tooling,,Duplication of another repository,,Duplication of another repository,,A
https://github.com/smaccm/smaccm,smaccm$smaccm$fm-workbench#resolute#com.rockwellcollins.atc.resolute#model#generated#Resolute.ecore,juli1$smaccm-improvements$fm-workbench#resolute#com.rockwellcollins.atc.resolute#src-gen#com#rockwellcollins#atc#resolute#Resolute.ecore,https://github.com/juli1/smaccm-improvements,Duplication of another repository,,Duplication of another repository,,,,A
https://github.com/eclipse-efx/efxclipse,eclipse-efx$efxclipse$bundles#runtime#org.eclipse.fx.formats.svg#model#svg.ecore || eclipse-efx$efxclipse$bundles#tooling#org.eclipse.fx.ide.fxgraph#src-gen#org#eclipse#fx#ide#fxgraph#FXGraph.ecore || eclipse-efx$efxclipse$bundles#tooling#org.eclipse.fx.ide.l10n#model#generated#NLSDsl.ecore || eclipse-efx$efxclipse$bundles#tooling#org.eclipse.fx.ide.rrobot.model#model#RobotTask.ecore || eclipse-efx$efxclipse$bundles#tooling#org.eclipse.fx.ide.css#src-gen#org#eclipse#fx#ide#css#CssDsl.ecore || eclipse-efx$efxclipse$demos#org.eclipse.fx.demo.contacts#model#Contacts.ecore,jucaro$e-fx-clipse$at.bestsolution.efxclipse.formats.svg#model#svg.ecore || jucaro$e-fx-clipse$at.bestsolution.efxclipse.tooling.fxgraph#src-gen#at#bestsolution#efxclipse#tooling#fxgraph#FXGraph.ecore || eclipse-efx$efxclipse-eclipse$bundles#tooling#org.eclipse.fx.ide.l10n#model#generated#NLSDsl.ecore || eclipse-efx$efxclipse-eclipse$bundles#tooling#org.eclipse.fx.ide.rrobot.model#model#RobotTask.ecore || eclipse-efx$efxclipse-eclipse$bundles#tooling#org.eclipse.fx.ide.css#src-gen#org#eclipse#fx#ide#css#CssDsl.ecore || netdieter$org.eclipse.efxclipse-mirror$demos#org.eclipse.fx.demo.contacts#model#Contacts.ecore,https://github.com/jucaro/e-fx-clipse || https://github.com/jucaro/e-fx-clipse || https://github.com/eclipse-efx/efxclipse-eclipse || https://github.com/eclipse-efx/efxclipse-eclipse || https://github.com/eclipse-efx/efxclipse-eclipse || https://github.com/netdieter/org.eclipse.efxclipse-mirror,Duplication of another repository,,Duplication of another repository,,,,A
https://github.com/esp-lab/Micraspis,esp-lab$Micraspis$iotwearable.model#model#iotw.ecore,esp-lab$DSL4Wearable$iotwearable.model#model#iotw.ecore,https://github.com/esp-lab/DSL4Wearable,Duplication of another repository,,Duplication of another repository,,,,A
https://github.com/AlexandreRio/kmfc,AlexandreRio$kmfc$org.kevoree.modeling.c.generator#src#main#resources#metamodel#kevoree.ecore || AlexandreRio$kmfc$org.kevoree.modeling.c.generator#src#main#resources#metamodel#kevoree_latest.ecore || AlexandreRio$kmfc$org.kevoree.modeling.c.generator#src#test#resources#kevoree.ecore,kevoree$kevoree-cpp$kevoree-core#model#metamodel#kevoree.ecore || dukeboard$kevoree-extra$org.kevoree.extra.ecore.gencode#src#test#resources#kevoree.ecore || dukeboard$kevoree-extra$org.kevoree.extra.ecore.gencode#src#test#resources#kevoree.ecore,https://github.com/kevoree/kevoree-cpp || https://github.com/dukeboard/kevoree-extra || https://github.com/dukeboard/kevoree-extra,Meta-model(s) reused as part of the main tooling,,Meta-model(s) reused as part of the main tooling,,,,A
