repo,repo_name,cluster,original,original_path,duplicate,duplicate_path,affected_elements,original_size,duplicate_size,affected_annotations,original_size_no_annotations,duplicate_size_no_annotations,package_content_movements,ADD-EAnnotation,ADD-EAttribute,ADD-EClass,ADD-EDataType,ADD-EEnum,ADD-EEnumLiteral,ADD-EGenericType,ADD-EObject,ADD-EOperation,ADD-EPackage,ADD-EParameter,ADD-EReference,ADD-EStringToStringMapEntry,ADD-ETypeParameter,ADD-ResourceAttachment.EDataType,ADD-ResourceAttachment.EPackage,CHANGE-EAnnotation.references,CHANGE-EAnnotation.source,CHANGE-EAttribute.changeable,CHANGE-EAttribute.defaultValueLiteral,CHANGE-EAttribute.derived,CHANGE-EAttribute.eType,CHANGE-EAttribute.iD,CHANGE-EAttribute.lowerBound,CHANGE-EAttribute.name,CHANGE-EAttribute.ordered,CHANGE-EAttribute.transient,CHANGE-EAttribute.unique,CHANGE-EAttribute.unsettable,CHANGE-EAttribute.upperBound,CHANGE-EAttribute.volatile,CHANGE-EClass.abstract,CHANGE-EClass.eSuperTypes,CHANGE-EClass.instanceClassName,CHANGE-EClass.instanceTypeName,CHANGE-EClass.interface,CHANGE-EClass.name,CHANGE-EDataType.instanceClassName,CHANGE-EDataType.instanceTypeName,CHANGE-EDataType.name,CHANGE-EDataType.serializable,CHANGE-EEnum.instanceClassName,CHANGE-EEnum.instanceTypeName,CHANGE-EEnum.name,CHANGE-EEnumLiteral.literal,CHANGE-EEnumLiteral.name,CHANGE-EEnumLiteral.value,CHANGE-EGenericType.eClassifier,CHANGE-EGenericType.eTypeParameter,CHANGE-EOperation.eExceptions,CHANGE-EOperation.eType,CHANGE-EOperation.lowerBound,CHANGE-EOperation.name,CHANGE-EOperation.ordered,CHANGE-EOperation.unique,CHANGE-EOperation.upperBound,CHANGE-EPackage.name,CHANGE-EPackage.nsPrefix,CHANGE-EPackage.nsURI,CHANGE-EParameter.eType,CHANGE-EParameter.lowerBound,CHANGE-EParameter.name,CHANGE-EParameter.ordered,CHANGE-EParameter.unique,CHANGE-EParameter.upperBound,CHANGE-EReference.changeable,CHANGE-EReference.containment,CHANGE-EReference.defaultValueLiteral,CHANGE-EReference.derived,CHANGE-EReference.eKeys,CHANGE-EReference.eOpposite,CHANGE-EReference.eType,CHANGE-EReference.lowerBound,CHANGE-EReference.name,CHANGE-EReference.ordered,CHANGE-EReference.resolveProxies,CHANGE-EReference.transient,CHANGE-EReference.unique,CHANGE-EReference.unsettable,CHANGE-EReference.upperBound,CHANGE-EReference.volatile,CHANGE-EStringToStringMapEntry.key,CHANGE-EStringToStringMapEntry.value,DELETE-EAnnotation,DELETE-EAttribute,DELETE-EClass,DELETE-EDataType,DELETE-EEnum,DELETE-EEnumLiteral,DELETE-EGenericType,DELETE-EObject,DELETE-EOperation,DELETE-EPackage,DELETE-EParameter,DELETE-EReference,DELETE-EStringToStringMapEntry,DELETE-ETypeParameter,DELETE-ResourceAttachment.EPackage,MOVE-EAttribute,MOVE-EClass,MOVE-EDataType,MOVE-EEnum,MOVE-EEnumLiteral,MOVE-EGenericType,MOVE-EOperation,MOVE-EPackage,MOVE-EReference
148,jlcanovas/gra2mol,0,26496,jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2ASTMModel#files#metamodels#Gra2MoL.ecore,2610,jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2JavaModel#files#metamodels#Gra2MoL.ecore,0,146,146,0,146,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,0,26496,jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2ASTMModel#files#metamodels#Gra2MoL.ecore,2483,jlcanovas$gra2mol$examples#Grammar2Model.examples.Delphi2Model#ASTMExtraction#files#metamodels#Gra2MoL.ecore,23,146,152,0,146,152,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
148,jlcanovas/gra2mol,0,26496,jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2ASTMModel#files#metamodels#Gra2MoL.ecore,13976,jlcanovas$gra2mol$examples#Grammar2Model.examples.101companies#gra2mol#metamodels#Gra2MoL.ecore,33,146,160,0,146,160,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
148,jlcanovas/gra2mol,0,26496,jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2ASTMModel#files#metamodels#Gra2MoL.ecore,21242,jlcanovas$gra2mol$examples#Grammar2Model.examples.skeleton#files#metamodels#Gra2MoL.ecore,0,146,146,0,146,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,0,26496,jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2ASTMModel#files#metamodels#Gra2MoL.ecore,2591,jlcanovas$gra2mol$examples#Grammar2Model.examples.PLSQL2ASTMModel#metamodels#Gra2MoL.ecore,0,146,146,0,146,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,1,16034,jlcanovas$gra2mol$examples#Grammar2Model.examples.script2Model#files#metamodels#CST.ecore,29381,jlcanovas$gra2mol$core#Grammar2Model.CST#model#CST.ecore,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,1,16034,jlcanovas$gra2mol$examples#Grammar2Model.examples.script2Model#files#metamodels#CST.ecore,12201,jlcanovas$gra2mol$examples#Grammar2Model.examples.extractANTLRModel#files#metamodels#CST.ecore,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,1,16034,jlcanovas$gra2mol$examples#Grammar2Model.examples.script2Model#files#metamodels#CST.ecore,10122,jlcanovas$gra2mol$core#Grammar2Model.CST.CDO#model#CST.ecore,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,1,16034,jlcanovas$gra2mol$examples#Grammar2Model.examples.script2Model#files#metamodels#CST.ecore,27051,jlcanovas$gra2mol$examples#Grammar2Model.examples.macros#files#metamodels#CST.ecore,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,1,16034,jlcanovas$gra2mol$examples#Grammar2Model.examples.script2Model#files#metamodels#CST.ecore,14411,jlcanovas$gra2mol$examples#Grammar2Model.examples.101companies#gra2mol#metamodels#CST.ecore,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,1,16034,jlcanovas$gra2mol$examples#Grammar2Model.examples.script2Model#files#metamodels#CST.ecore,24426,jlcanovas$gra2mol$examples#Grammar2Model.examples.ABNF2MModel#files#metamodels#CST.ecore,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,1,16034,jlcanovas$gra2mol$examples#Grammar2Model.examples.script2Model#files#metamodels#CST.ecore,13070,jlcanovas$gra2mol$examples#Grammar2Model.examples.modsea#files#metamodels#CST.ecore,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,1,16034,jlcanovas$gra2mol$examples#Grammar2Model.examples.script2Model#files#metamodels#CST.ecore,5711,jlcanovas$gra2mol$examples#Grammar2Model.examples.Delphi2Model#ASTMExtraction#files#metamodels#CST.ecore,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,1,16034,jlcanovas$gra2mol$examples#Grammar2Model.examples.script2Model#files#metamodels#CST.ecore,7792,jlcanovas$gra2mol$examples#Grammar2Model.examples.Maude2Model#files#metamodels#CST.ecore,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,1,16034,jlcanovas$gra2mol$examples#Grammar2Model.examples.script2Model#files#metamodels#CST.ecore,22033,jlcanovas$gra2mol$core#Grammar2Model#metamodel#CST.ecore,2,10,8,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,1,16034,jlcanovas$gra2mol$examples#Grammar2Model.examples.script2Model#files#metamodels#CST.ecore,8816,jlcanovas$gra2mol$core#Grammar2Model.UI#default#CST.ecore,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,1,16034,jlcanovas$gra2mol$examples#Grammar2Model.examples.script2Model#files#metamodels#CST.ecore,4020,jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2JavaModel#files#metamodels#CST.ecore,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,1,16034,jlcanovas$gra2mol$examples#Grammar2Model.examples.script2Model#files#metamodels#CST.ecore,24695,jlcanovas$gra2mol$examples#Grammar2Model.examples.skeleton#files#metamodels#CST.ecore,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,1,16034,jlcanovas$gra2mol$examples#Grammar2Model.examples.script2Model#files#metamodels#CST.ecore,1785,jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2ASTMModel#files#metamodels#CST.ecore,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,1,16034,jlcanovas$gra2mol$examples#Grammar2Model.examples.script2Model#files#metamodels#CST.ecore,16989,jlcanovas$gra2mol$examples#Grammar2Model.examples.PLSQL2ASTMModel#metamodels#CST.ecore,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,1,16034,jlcanovas$gra2mol$examples#Grammar2Model.examples.script2Model#files#metamodels#CST.ecore,17279,jlcanovas$gra2mol$examples#Grammar2Model.examples.IDL2Model#files#metamodels#CST.ecore,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,2,25266,jlcanovas$gra2mol$examples#Grammar2Model.examples.skeleton#files#src#mmAEmilia.ecore,3078,jlcanovas$gra2mol$examples#Grammar2Model.examples.sandbox#files#src#mmAEmilia.ecore,0,254,254,0,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,3,4424,jlcanovas$gra2mol$core#Grammar2Model#metamodel#kdm.ecore,26154,jlcanovas$gra2mol$core#Grammar2Model.KDM#model#kdm.ecore,31,690,692,2,690,690,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
148,jlcanovas/gra2mol,3,4424,jlcanovas$gra2mol$core#Grammar2Model#metamodel#kdm.ecore,20460,jlcanovas$gra2mol$examples#Grammar2Model.examples.Delphi2Model#ASTMExtraction#files#metamodels#kdm.ecore,31,690,692,2,690,690,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
148,jlcanovas/gra2mol,3,4424,jlcanovas$gra2mol$core#Grammar2Model#metamodel#kdm.ecore,17037,jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2ASTMModel#files#metamodels#kdm.ecore,28,690,690,0,690,690,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
148,jlcanovas/gra2mol,3,4424,jlcanovas$gra2mol$core#Grammar2Model#metamodel#kdm.ecore,17051,jlcanovas$gra2mol$core#Grammar2Model#metamodel#kdmmodse.ecore,0,690,690,0,690,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,3,4424,jlcanovas$gra2mol$core#Grammar2Model#metamodel#kdm.ecore,9149,jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2KDMModel#files#metamodels#kdm.ecore,28,690,690,0,690,690,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
148,jlcanovas/gra2mol,4,5360,jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2JavaModel#files#metamodels#javaSimplified.ecore,27939,jlcanovas$gra2mol$core#Grammar2Model#metamodel#javaSimplified.ecore,15,92,84,0,92,84,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,4,5360,jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2JavaModel#files#metamodels#javaSimplified.ecore,26448,jlcanovas$gra2mol$core#Grammar2Model#metamodel#javamodse.ecore,14,92,84,0,92,84,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,5,6537,jlcanovas$gra2mol$examples#Grammar2Model.examples.ABNF2MModel#resultado.ecore,18369,jlcanovas$gra2mol$examples#Grammar2Model.examples.PLSQL2ASTMModel#metamodels#sastm.ecore,0,104,104,0,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,6,6816,jlcanovas$gra2mol$examples#Grammar2Model.examples.wikiDB2Model#files#metamodels#wikiGraph.ecore,21119,jlcanovas$gra2mol$examples#Grammar2Model.examples.wikiDB2Model#files#metamodels#wikiGraph-onekin.ecore,13,36,36,0,36,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,7,23328,jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2ASTMModel#files#metamodels#astm.ecore,7929,jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2ASTMModel#files#metamodels#gsastm.ecore,10,330,328,0,330,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,7,23328,jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2ASTMModel#files#metamodels#astm.ecore,17044,jlcanovas$gra2mol$examples#Grammar2Model.examples.PLSQL2ASTMModel#metamodels#astm-v1.ecore,11,330,335,0,330,335,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,7,23328,jlcanovas$gra2mol$examples#Grammar2Model.examples.Java2ASTMModel#files#metamodels#astm.ecore,16054,jlcanovas$gra2mol$examples#Grammar2Model.examples.Delphi2Model#ASTMExtraction#files#metamodels#astm.ecore,221,330,354,0,330,354,188,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
148,jlcanovas/gra2mol,8,11016,jlcanovas$gra2mol$examples#Grammar2Model.examples.skeleton#files#metamodels#simpleLanguage.ecore,9428,jlcanovas$gra2mol$core#Grammar2Model.UI#default#metamodel.ecore,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
