cluster,original,original_path,duplicate,duplicate_path,affected_elements,original_size,duplicate_size,affected_annotations,original_size_no_annotations,duplicate_size_no_annotations,package_content_movements,relative_change_with_saturation,scenario,final_label
736,13382,bioclipse$bioclipse.qsar$plugins#net.bioclipse.bibtexml#model#bibtexml.ecore,12906,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#BIBTEXML.ecore,0,1854,1854,0,296,296,0,0.0,inter,A
736,13382,bioclipse$bioclipse.qsar$plugins#net.bioclipse.bibtexml#model#bibtexml.ecore,1068,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#BIBTEXML.ecore,0,1854,1854,0,296,296,0,0.0,inter,A
736,13382,bioclipse$bioclipse.qsar$plugins#net.bioclipse.bibtexml#model#bibtexml.ecore,19069,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#BIBTEXML.ecore,0,1854,1854,0,296,296,0,0.0,inter,A
739,8268,mb0$axdt$core#core-runtime#src#main#ecore#Axdt.ecore,2997,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#Axdt.ecore,0,76,76,0,76,76,0,0.0,inter,A
739,8268,mb0$axdt$core#core-runtime#src#main#ecore#Axdt.ecore,15646,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#Axdt.ecore,0,76,76,0,76,76,0,0.0,inter,A
739,8268,mb0$axdt$core#core-runtime#src#main#ecore#Axdt.ecore,15107,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#Axdt.ecore,0,76,76,0,76,76,0,0.0,inter,A
739,8268,mb0$axdt$core#core-runtime#src#main#ecore#Axdt.ecore,1102,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#temp#Axdt.ecore,0,76,76,0,76,76,0,0.0,inter,A
740,1294,ossmeter$ossmeter$platform-extensions#org.ossmeter.repository.model.cc.nntp#src#org#ossmeter#repository#model#cc#nntp#nntp.ecore,1660,crossminer$crossminer$platform-extensions#org.ossmeter.repository.model.cc.nntp#src#org#ossmeter#repository#model#cc#nntp#nntp.ecore,0,16,16,0,12,12,0,0.0,inter,A
743,26653,flower-platform$flower-platform-3$org.flowerplatform.emf_model.astcache.wiki#emf_model#AstCacheWiki.ecore,1148,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#AstCacheWiki.ecore,0,13,13,0,13,13,0,0.0,inter,A
743,26653,flower-platform$flower-platform-3$org.flowerplatform.emf_model.astcache.wiki#emf_model#AstCacheWiki.ecore,26613,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#AstCacheWiki.ecore,0,13,13,0,13,13,0,0.0,inter,A
743,26653,flower-platform$flower-platform-3$org.flowerplatform.emf_model.astcache.wiki#emf_model#AstCacheWiki.ecore,20463,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#AstCacheWiki.ecore,0,13,13,0,13,13,0,0.0,inter,A
743,26653,flower-platform$flower-platform-3$org.flowerplatform.emf_model.astcache.wiki#emf_model#AstCacheWiki.ecore,19742,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#temp#AstCacheWiki.ecore,0,13,13,0,13,13,0,0.0,inter,A
744,18627,org-eclipse-mirror$org.eclipse.webtools.incubator$sourceediting#plugins#org.eclipse.wst.xml.vex.core#emf#dom1.ecore,24601,kingargyle$vex$sourceediting#plugins#org.eclipse.wst.xml.vex.core#emf#dom1.ecore,0,162,162,0,162,162,0,0.0,inter,A
744,18627,org-eclipse-mirror$org.eclipse.webtools.incubator$sourceediting#plugins#org.eclipse.wst.xml.vex.core#emf#dom1.ecore,1178,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#dom1.ecore,0,162,162,0,162,162,0,0.0,inter,A
744,18627,org-eclipse-mirror$org.eclipse.webtools.incubator$sourceediting#plugins#org.eclipse.wst.xml.vex.core#emf#dom1.ecore,17497,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#dom1.ecore,0,162,162,0,162,162,0,0.0,inter,A
744,18627,org-eclipse-mirror$org.eclipse.webtools.incubator$sourceediting#plugins#org.eclipse.wst.xml.vex.core#emf#dom1.ecore,16951,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#dom1.ecore,0,162,162,0,162,162,0,0.0,inter,A
745,1607,clagms$TransformationVerificationMbeddr$EclipseProjects#MbeddrComponentLanguage#model#Module.ecore,7545,levilucio$SyVOLT$eclipse_integration#examples#mbeddr#Module.ecore,0,122,122,0,122,122,0,0.0,inter,A
746,3597,opcoach$training$CodeSamples#com.opcoach.training.codesamples#src#com#opcoach#training#rental#xtend#rentalSample.ecore,19725,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#rentalSample.ecore,0,95,95,0,61,61,0,0.0,inter,A
746,3597,opcoach$training$CodeSamples#com.opcoach.training.codesamples#src#com#opcoach#training#rental#xtend#rentalSample.ecore,7796,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#rentalSample.ecore,0,95,95,0,61,61,0,0.0,inter,A
746,3597,opcoach$training$CodeSamples#com.opcoach.training.codesamples#src#com#opcoach#training#rental#xtend#rentalSample.ecore,1803,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#rentalSample.ecore,0,95,95,0,61,61,0,0.0,inter,A
748,4357,gitdelehe$ontouml-lightweight-editor$br.ufes.inf.nemo.ontouml2ecore#src#br#ufes#inf#nemo#ontouml2ecore#tests#models#RoadTrafficAccident.ecore,1248,petrux$OLED$br.ufes.inf.nemo.jguerson#src#br#ufes#inf#nemo#ocl2alloy#pivot#tests#temp#RoadTrafficAccident.ecore,0,29,29,0,29,29,0,0.0,inter,A
748,4357,gitdelehe$ontouml-lightweight-editor$br.ufes.inf.nemo.ontouml2ecore#src#br#ufes#inf#nemo#ontouml2ecore#tests#models#RoadTrafficAccident.ecore,17825,petrux$OLED$br.ufes.inf.nemo.ontouml2ecore#src#br#ufes#inf#nemo#ontouml2ecore#tests#models#RoadTrafficAccident.ecore,0,29,29,0,29,29,0,0.0,inter,A
748,4357,gitdelehe$ontouml-lightweight-editor$br.ufes.inf.nemo.ontouml2ecore#src#br#ufes#inf#nemo#ontouml2ecore#tests#models#RoadTrafficAccident.ecore,12074,petrux$OLED$br.ufes.inf.nemo.jguerson#src#br#ufes#inf#nemo#ontouml2ecore#tests#models#RoadTrafficAccident.ecore,0,29,29,0,29,29,0,0.0,inter,A
748,4357,gitdelehe$ontouml-lightweight-editor$br.ufes.inf.nemo.ontouml2ecore#src#br#ufes#inf#nemo#ontouml2ecore#tests#models#RoadTrafficAccident.ecore,6185,MenthorTools$menthor-editor$net.menthor.ontouml2ecore#src#net#menthor#ontouml2ecore#tests#models#RoadTrafficAccident.ecore,0,29,29,0,29,29,0,0.0,inter,A
749,1251,tomsontom$emf-databinding-example$org.eclipse.emf.teneo.annotations#model#pannotation.ecore,27739,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#pannotation.ecore,0,304,304,0,175,175,0,0.0,inter,A
749,1251,tomsontom$emf-databinding-example$org.eclipse.emf.teneo.annotations#model#pannotation.ecore,24347,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#pannotation.ecore,0,304,304,0,175,175,0,0.0,inter,A
749,1251,tomsontom$emf-databinding-example$org.eclipse.emf.teneo.annotations#model#pannotation.ecore,1987,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#pannotation.ecore,0,304,304,0,175,175,0,0.0,inter,A
753,21455,DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#OCL_Operations.ecore,1295,umple$umpr.core$src#test#fixtures#repositories#ocl-operations.ecore,0,38,38,0,38,38,0,0.0,inter,A
753,21455,DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#OCL_Operations.ecore,10581,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#OCL_Operations.ecore,0,38,38,0,38,38,0,0.0,inter,A
753,21455,DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#OCL_Operations.ecore,14602,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#OCL_Operations.ecore,0,38,38,0,38,38,0,0.0,inter,A
753,21455,DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#OCL_Operations.ecore,11712,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#OCL_Operations.ecore,0,38,38,0,38,38,0,0.0,inter,A
754,20317,moudaaoulmi$quelonioext$br.pucrio.inf.les.genarch#src-br.pucrio.inf.les.genarch#br#pucrio#inf#les#genarch#models#ConfigurationMetaModel.ecore,20432,fellipealeixo$gpfframework$bin#br#pucrio#inf#les#genarch#models#ConfigurationMetaModel.ecore,0,34,34,0,34,34,0,0.0,inter,A
754,20317,moudaaoulmi$quelonioext$br.pucrio.inf.les.genarch#src-br.pucrio.inf.les.genarch#br#pucrio#inf#les#genarch#models#ConfigurationMetaModel.ecore,16606,fellipealeixo$gpfframework$src-br.pucrio.inf.les.genarch#br#pucrio#inf#les#genarch#models#ConfigurationMetaModel.ecore,0,34,34,0,34,34,0,0.0,inter,A
754,20317,moudaaoulmi$quelonioext$br.pucrio.inf.les.genarch#src-br.pucrio.inf.les.genarch#br#pucrio#inf#les#genarch#models#ConfigurationMetaModel.ecore,1952,fellipealeixo$gpfframework$br.pucrio.inf.les.genarch#src-br.pucrio.inf.les.genarch_BACKUP_26.04.2010#br#pucrio#inf#les#genarch#models#ConfigurationMetaModel.ecore,0,34,34,0,34,34,0,0.0,inter,A
754,20317,moudaaoulmi$quelonioext$br.pucrio.inf.les.genarch#src-br.pucrio.inf.les.genarch#br#pucrio#inf#les#genarch#models#ConfigurationMetaModel.ecore,1316,fellipealeixo$gpfframework$br.pucrio.inf.les.genarch#src-br.pucrio.inf.les.genarch#br#pucrio#inf#les#genarch#models#ConfigurationMetaModel.ecore,0,34,34,0,34,34,0,0.0,inter,A
755,5199,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#sybasesqlmodel.ecore,19986,nickboldt$org.eclipse.datatools$plugins#enablement#org.eclipse.datatools.enablement.sybase#models#sybasesqlmodel.ecore,0,35,35,0,27,27,0,0.0,inter,A
755,5199,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#sybasesqlmodel.ecore,9943,nickboldt$org.eclipse.datatools$plugins#enablement#org.eclipse.datatools.enablement.sybase.models#models#sybasesqlmodel.ecore,0,35,35,0,27,27,0,0.0,inter,A
756,18210,pdigre$PersHomeProjects$EMF1#model#appmodel.ecore,12781,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#appmodel.ecore,0,18,18,0,18,18,0,0.0,inter,A
756,18210,pdigre$PersHomeProjects$EMF1#model#appmodel.ecore,1410,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#appmodel.ecore,0,18,18,0,18,18,0,0.0,inter,A
756,18210,pdigre$PersHomeProjects$EMF1#model#appmodel.ecore,8231,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#temp#appmodel.ecore,0,18,18,0,18,18,0,0.0,inter,A
756,18210,pdigre$PersHomeProjects$EMF1#model#appmodel.ecore,18902,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#appmodel.ecore,0,18,18,0,18,18,0,0.0,inter,A
757,3248,fajinyuan$opengda-electronanalyser$org.opengda.detector.electronanalyser.model#model#regiondefinition.ecore,1422,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#regiondefinition.ecore,0,77,77,0,77,77,0,0.0,inter,A
757,3248,fajinyuan$opengda-electronanalyser$org.opengda.detector.electronanalyser.model#model#regiondefinition.ecore,23160,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#regiondefinition.ecore,0,77,77,0,77,77,0,0.0,inter,A
757,3248,fajinyuan$opengda-electronanalyser$org.opengda.detector.electronanalyser.model#model#regiondefinition.ecore,3496,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#regiondefinition.ecore,0,77,77,0,77,77,0,0.0,inter,A
758,1431,githubbrunob$DSLTransGIT$java5#model#java5.ecore,15027,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#java5.ecore,0,297,297,0,297,297,0,0.0,inter,A
758,1431,githubbrunob$DSLTransGIT$java5#model#java5.ecore,10553,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#java5.ecore,0,297,297,0,297,297,0,0.0,inter,A
758,1431,githubbrunob$DSLTransGIT$java5#model#java5.ecore,22502,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#java5.ecore,0,297,297,0,297,297,0,0.0,inter,A
759,14446,rwl$PyCIM$Model#CIM15#CDPSM#Asset.ecore,1432,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#asset.ecore,0,835,835,0,207,207,0,0.0,inter,A
759,14446,rwl$PyCIM$Model#CIM15#CDPSM#Asset.ecore,24571,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#asset.ecore,0,835,835,0,207,207,0,0.0,inter,A
759,14446,rwl$PyCIM$Model#CIM15#CDPSM#Asset.ecore,23429,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#temp#asset.ecore,0,835,835,0,207,207,0,0.0,inter,A
759,14446,rwl$PyCIM$Model#CIM15#CDPSM#Asset.ecore,6107,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#asset.ecore,0,835,835,0,207,207,0,0.0,inter,A
760,24516,orcc$orcc$eclipse#plugins#net.sf.orcc.core#model#Df.ecore,23944,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#Df.ecore,0,87,87,0,87,87,0,0.0,inter,A
760,24516,orcc$orcc$eclipse#plugins#net.sf.orcc.core#model#Df.ecore,21381,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#Df.ecore,0,87,87,0,87,87,0,0.0,inter,A
760,24516,orcc$orcc$eclipse#plugins#net.sf.orcc.core#model#Df.ecore,5828,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#Df.ecore,0,87,87,0,87,87,0,0.0,inter,A
760,24516,orcc$orcc$eclipse#plugins#net.sf.orcc.core#model#Df.ecore,1449,paller42$orcc-iot$orcc#eclipse#plugins#net.sf.orcc.core#model#Df.ecore,0,87,87,0,87,87,0,0.0,inter,A
761,25670,atlanmod$org.eclipse.atl.reactive$plugins#org.eclipse.m2m.atl.profiler.exportmodel#model#exportmodel.ecore,1481,atlanmod$EMFTVM-D$plugins#org.eclipse.m2m.atl.profiler.exportmodel#model#exportmodel.ecore,0,18,18,0,18,18,0,0.0,inter,A
761,25670,atlanmod$org.eclipse.atl.reactive$plugins#org.eclipse.m2m.atl.profiler.exportmodel#model#exportmodel.ecore,5686,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#exportmodel.ecore,0,18,18,0,18,18,0,0.0,inter,A
761,25670,atlanmod$org.eclipse.atl.reactive$plugins#org.eclipse.m2m.atl.profiler.exportmodel#model#exportmodel.ecore,2264,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#exportmodel.ecore,0,18,18,0,18,18,0,0.0,inter,A
761,25670,atlanmod$org.eclipse.atl.reactive$plugins#org.eclipse.m2m.atl.profiler.exportmodel#model#exportmodel.ecore,24000,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#exportmodel.ecore,0,18,18,0,18,18,0,0.0,inter,A
762,6234,DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#CSharp.ecore,21155,jesusc$bento$examples#evaluation#bento.componetization.atl.examples#component#csharp_bindings#CSharp.ecore,0,43,43,0,43,43,0,0.0,inter,A
762,6234,DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#CSharp.ecore,15062,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#CSharp.ecore,0,43,43,0,43,43,0,0.0,inter,A
762,6234,DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#CSharp.ecore,1495,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#CSharp.ecore,0,43,43,0,43,43,0,0.0,inter,A
762,6234,DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#CSharp.ecore,7769,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#CSharp.ecore,0,43,43,0,43,43,0,0.0,inter,A
764,8123,DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#OWL.ecore,14790,jesusc$bento$examples#evaluation#bento.componetization.atl.examples#src#zoo#uml2owl#OWL.ecore,0,188,188,0,188,188,0,0.0,inter,A
764,8123,DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#OWL.ecore,10866,jesusc$bento$examples#evaluation#bento.componetization.atl.examples#bin#zoo#uml2owl#OWL.ecore,0,188,188,0,188,188,0,0.0,inter,A
764,8123,DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#OWL.ecore,1510,MDEGroup$MDEProfile$corpus#UML2OWL#UML2OWL#OWL#OWL.ecore,0,188,188,0,188,188,0,0.0,inter,A
766,30015,soziotech$CommunityMashup$core#CommunityMashupCore#model#collection.ecore,25933,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#collection.ecore,0,50,50,0,32,32,0,0.0,inter,A
766,30015,soziotech$CommunityMashup$core#CommunityMashupCore#model#collection.ecore,14293,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#collection.ecore,0,50,50,0,32,32,0,0.0,inter,A
766,30015,soziotech$CommunityMashup$core#CommunityMashupCore#model#collection.ecore,1588,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#collection.ecore,0,50,50,0,32,32,0,0.0,inter,A
766,30015,soziotech$CommunityMashup$core#CommunityMashupCore#model#collection.ecore,16436,hubjak$communitymashup$core#CommunityMashupCore#model#collection.ecore,0,50,50,0,32,32,0,0.0,inter,A
768,12258,cloudor126$eclipse-dltk$core#plugins#org.eclipse.dltk.validators.core#models#validators.ecore,5981,panchenko$org.eclipse.dltk.core$core#plugins#org.eclipse.dltk.validators.core#models#validators.ecore,0,20,20,0,20,20,0,0.0,inter,A
768,12258,cloudor126$eclipse-dltk$core#plugins#org.eclipse.dltk.validators.core#models#validators.ecore,1658,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#validators.ecore,0,20,20,0,20,20,0,0.0,inter,A
768,12258,cloudor126$eclipse-dltk$core#plugins#org.eclipse.dltk.validators.core#models#validators.ecore,19871,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#validators.ecore,0,20,20,0,20,20,0,0.0,inter,A
768,12258,cloudor126$eclipse-dltk$core#plugins#org.eclipse.dltk.validators.core#models#validators.ecore,25986,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#validators.ecore,0,20,20,0,20,20,0,0.0,inter,A
770,17280,go2zo$ju4pa$org.eclipse.papyrus.customization.properties.generation#model#LayoutEuristic.ecore,29062,ApexSoft$modellipse$org.eclipse.papyrus.customization.properties.generation#model#LayoutEuristic.ecore,0,13,13,0,13,13,0,0.0,inter,A
770,17280,go2zo$ju4pa$org.eclipse.papyrus.customization.properties.generation#model#LayoutEuristic.ecore,5736,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#LayoutEuristic.ecore,0,13,13,0,13,13,0,0.0,inter,A
770,17280,go2zo$ju4pa$org.eclipse.papyrus.customization.properties.generation#model#LayoutEuristic.ecore,2643,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#LayoutEuristic.ecore,0,13,13,0,13,13,0,0.0,inter,A
770,17280,go2zo$ju4pa$org.eclipse.papyrus.customization.properties.generation#model#LayoutEuristic.ecore,1706,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#LayoutEuristic.ecore,0,13,13,0,13,13,0,0.0,inter,A
771,19505,DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#Perceptory.ecore,15229,jesusc$bento$examples#evaluation#bento.componetization.atl.examples#component#other_bindings#Perceptory.ecore,0,85,85,0,85,85,0,0.0,inter,A
771,19505,DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#Perceptory.ecore,20031,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#Perceptory.ecore,0,85,85,0,85,85,0,0.0,inter,A
771,19505,DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#Perceptory.ecore,1710,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#Perceptory.ecore,0,85,85,0,85,85,0,0.0,inter,A
771,19505,DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#Perceptory.ecore,14408,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#Perceptory.ecore,0,85,85,0,85,85,0,0.0,inter,A
772,19307,cloudor126$eclipse-dltk$core#plugins#org.eclipse.dltk.core#models#cache_model.ecore,3449,panchenko$org.eclipse.dltk.core$core#plugins#org.eclipse.dltk.core#models#cache_model.ecore,0,13,13,0,13,13,0,0.0,inter,A
772,19307,cloudor126$eclipse-dltk$core#plugins#org.eclipse.dltk.core#models#cache_model.ecore,1729,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#cache_model.ecore,0,13,13,0,13,13,0,0.0,inter,A
772,19307,cloudor126$eclipse-dltk$core#plugins#org.eclipse.dltk.core#models#cache_model.ecore,5385,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#cache_model.ecore,0,13,13,0,13,13,0,0.0,inter,A
772,19307,cloudor126$eclipse-dltk$core#plugins#org.eclipse.dltk.core#models#cache_model.ecore,28407,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#cache_model.ecore,0,13,13,0,13,13,0,0.0,inter,A
773,15081,ahajirnis$clubuml2013$trunk#Compare#DefaultName1.ecore,19906,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#DefaultName1.ecore,0,20,20,0,20,20,0,0.0,inter,A
773,15081,ahajirnis$clubuml2013$trunk#Compare#DefaultName1.ecore,7802,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#DefaultName1.ecore,0,20,20,0,20,20,0,0.0,inter,A
773,15081,ahajirnis$clubuml2013$trunk#Compare#DefaultName1.ecore,1730,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#DefaultName1.ecore,0,20,20,0,20,20,0,0.0,inter,A
775,25196,shasait$commentcodegen$de.hasait.eclipse.ccg.javag#ccg#jsm.ecore,22675,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#jsm.ecore,0,142,142,0,142,142,0,0.0,inter,A
775,25196,shasait$commentcodegen$de.hasait.eclipse.ccg.javag#ccg#jsm.ecore,21003,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#jsm.ecore,0,142,142,0,142,142,0,0.0,inter,A
775,25196,shasait$commentcodegen$de.hasait.eclipse.ccg.javag#ccg#jsm.ecore,1756,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#jsm.ecore,0,142,142,0,142,142,0,0.0,inter,A
776,6281,lhillah$pnmlframework$pnmlFw-Low_Level_API_Generation#model#symmetric-net#finiteIntRanges.ecore,5874,lip6$pnmlframework$pnmlFw-Low_Level_API_Generation#model#symmetric-net#finiteIntRanges.ecore,0,64,64,0,13,13,0,0.0,inter,A
777,17583,DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#Amble.ecore,25028,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#Amble.ecore,0,45,45,0,45,45,0,0.0,inter,A
777,17583,DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#Amble.ecore,1772,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#Amble.ecore,0,45,45,0,45,45,0,0.0,inter,A
777,17583,DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#Amble.ecore,27405,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#Amble.ecore,0,45,45,0,45,45,0,0.0,inter,A
777,17583,DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#Amble.ecore,3027,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#temp#Amble.ecore,0,45,45,0,45,45,0,0.0,inter,A
779,20291,gijs$applitude$tooling#org.applause.applausedsl#src-gen#org#applause#applausedsl#ApplauseDsl.ecore,28480,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#ApplauseDsl.ecore,0,126,126,0,126,126,0,0.0,inter,A
779,20291,gijs$applitude$tooling#org.applause.applausedsl#src-gen#org#applause#applausedsl#ApplauseDsl.ecore,24439,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#ApplauseDsl.ecore,0,126,126,0,126,126,0,0.0,inter,A
779,20291,gijs$applitude$tooling#org.applause.applausedsl#src-gen#org#applause#applausedsl#ApplauseDsl.ecore,12555,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#temp#ApplauseDsl.ecore,0,126,126,0,126,126,0,0.0,inter,A
779,20291,gijs$applitude$tooling#org.applause.applausedsl#src-gen#org#applause#applausedsl#ApplauseDsl.ecore,1787,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#ApplauseDsl.ecore,0,126,126,0,126,126,0,0.0,inter,A
781,29319,kemlg$aliveclipse$net.sf.ictalive.monitoring#model#Monitor.ecore,1842,tranchis$wire$model#Monitor.ecore,0,98,98,0,98,98,0,0.0,inter,A
781,29319,kemlg$aliveclipse$net.sf.ictalive.monitoring#model#Monitor.ecore,24739,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#Monitor.ecore,0,98,98,0,98,98,0,0.0,inter,A
781,29319,kemlg$aliveclipse$net.sf.ictalive.monitoring#model#Monitor.ecore,4947,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#Monitor.ecore,0,98,98,0,98,98,0,0.0,inter,A
781,29319,kemlg$aliveclipse$net.sf.ictalive.monitoring#model#Monitor.ecore,21769,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#Monitor.ecore,0,98,98,0,98,98,0,0.0,inter,A
782,27424,openGDA$gda-tomography$uk.ac.gda.tomography#model#tomoparameters.ecore,1858,belkassaby$gda-tomography$uk.ac.gda.tomography#model#tomoparameters.ecore,0,75,75,0,75,75,0,0.0,inter,A
782,27424,openGDA$gda-tomography$uk.ac.gda.tomography#model#tomoparameters.ecore,1996,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#tomoparameters.ecore,0,75,75,0,75,75,0,0.0,inter,A
782,27424,openGDA$gda-tomography$uk.ac.gda.tomography#model#tomoparameters.ecore,6357,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#tomoparameters.ecore,0,75,75,0,75,75,0,0.0,inter,A
782,27424,openGDA$gda-tomography$uk.ac.gda.tomography#model#tomoparameters.ecore,5439,damenac$puzzle$examples#empirical-study#puzzle.empirical.study#githubmetamodels#tomoparameters.ecore,0,75,75,0,75,75,0,0.0,inter,A
783,27553,RovoMe$University$ME_2011_WS_Lab1#model#sooml.ecore,25006,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#testdata#sooml.ecore,0,66,66,0,66,66,0,0.0,inter,A
783,27553,RovoMe$University$ME_2011_WS_Lab1#model#sooml.ecore,1859,damenac$puzzle$plugins#fr.inria.diverse.puzzle.metrics#temp#sooml.ecore,0,66,66,0,66,66,0,0.0,inter,A
